airport_name,calendar_date,arriving_departing_flag,passengers
East Midlands,2020-11-12 00:00:00,Departing,60
East Midlands,2020-11-04 00:00:00,Arriving,0
East Midlands,2020-11-04 00:00:00,Departing,0
East Midlands,2020-12-03 00:00:00,Departing,170
Manchester,2020-10-30 00:00:00,Arriving,5843
Manchester,2020-10-25 00:00:00,Departing,6549
Manchester,2020-11-07 00:00:00,Departing,1404
Manchester,2020-12-30 00:00:00,Arriving,2630
Manchester,2020-11-13 00:00:00,Departing,1747
Manchester,2020-11-20 00:00:00,Departing,2064
Manchester,2020-12-22 00:00:00,Arriving,2512
Manchester,2020-12-16 00:00:00,Departing,2542
Manchester,2020-11-10 00:00:00,Arriving,2068
Manchester,2020-11-16 00:00:00,Arriving,2138
Manchester,2020-12-23 00:00:00,Departing,1775
Manchester,2020-11-22 00:00:00,Departing,1908
Manchester,2020-10-30 00:00:00,Departing,4071
Manchester,2020-11-02 00:00:00,Arriving,4353
Manchester,2020-11-21 00:00:00,Departing,1208
Manchester,2020-11-08 00:00:00,Departing,1870
Manchester,2020-11-08 00:00:00,Arriving,4503
Manchester,2020-11-12 00:00:00,Departing,1345
Manchester,2020-11-03 00:00:00,Arriving,2886
Manchester,2020-11-12 00:00:00,Arriving,1787
Manchester,2020-12-30 00:00:00,Departing,1463
Manchester,2020-11-17 00:00:00,Arriving,1310
Manchester,2020-11-26 00:00:00,Departing,1280
Manchester,2020-11-17 00:00:00,Departing,967
Manchester,2020-12-23 00:00:00,Arriving,2650
Manchester,2020-11-04 00:00:00,Departing,4066
Manchester,2020-12-22 00:00:00,Departing,1811
Manchester,2020-11-04 00:00:00,Arriving,3187
East Midlands,2020-11-22 00:00:00,Departing,29
East Midlands,2020-12-26 00:00:00,Arriving,96
Stansted,2020-01-07 00:00:00,Arriving,26416
Stansted,2020-01-09 00:00:00,Arriving,24089
Stansted,2020-01-09 00:00:00,Departing,18173
Stansted,2020-01-19 00:00:00,Arriving,29503
Stansted,2020-02-22 00:00:00,Departing,27385
Stansted,2020-02-22 00:00:00,Arriving,33558
Stansted,2020-02-24 00:00:00,Departing,24946
Stansted,2020-02-26 00:00:00,Arriving,20687
Stansted,2020-02-29 00:00:00,Departing,26078
Stansted,2020-03-07 00:00:00,Arriving,22880
Stansted,2020-03-07 00:00:00,Departing,24172
Stansted,2020-03-09 00:00:00,Departing,22748
Stansted,2020-03-10 00:00:00,Departing,14525
Stansted,2020-03-16 00:00:00,Arriving,13787
Stansted,2020-03-16 00:00:00,Departing,9618
Stansted,2020-03-19 00:00:00,Arriving,6015
Stansted,2020-07-15 00:00:00,Departing,6803
Stansted,2020-06-22 00:00:00,Departing,1688
Stansted,2020-06-02 00:00:00,Departing,297
Stansted,2020-08-01 00:00:00,Departing,13382
Stansted,2020-07-06 00:00:00,Arriving,2535
Stansted,2020-07-13 00:00:00,Arriving,3967
Stansted,2020-09-23 00:00:00,Departing,6768
Stansted,2020-08-18 00:00:00,Arriving,10573
Stansted,2020-08-27 00:00:00,Departing,9571
Stansted,2020-08-20 00:00:00,Arriving,11126
Stansted,2020-09-30 00:00:00,Arriving,7527
Stansted,2020-08-18 00:00:00,Departing,8608
Stansted,2020-08-27 00:00:00,Arriving,11667
Stansted,2020-08-01 00:00:00,Arriving,10725
Stansted,2020-09-12 00:00:00,Departing,8800
Stansted,2020-10-17 00:00:00,Departing,4752
Stansted,2020-06-28 00:00:00,Arriving,947
Stansted,2020-07-02 00:00:00,Departing,5757
Stansted,2020-07-17 00:00:00,Departing,8894
Stansted,2020-07-20 00:00:00,Arriving,4803
Stansted,2020-08-17 00:00:00,Arriving,11904
Stansted,2020-07-06 00:00:00,Departing,5542
Stansted,2020-09-26 00:00:00,Arriving,9763
Stansted,2020-10-04 00:00:00,Arriving,9535
East Midlands,2020-02-07 00:00:00,Arriving,2538
East Midlands,2020-02-09 00:00:00,Arriving,2549
East Midlands,2020-01-13 00:00:00,Arriving,2756
East Midlands,2020-01-12 00:00:00,Departing,2416
East Midlands,2020-01-20 00:00:00,Departing,2326
East Midlands,2020-02-09 00:00:00,Departing,2545
East Midlands,2020-02-01 00:00:00,Arriving,2761
East Midlands,2020-02-21 00:00:00,Departing,3293
East Midlands,2020-01-03 00:00:00,Arriving,3367
East Midlands,2020-01-29 00:00:00,Arriving,1629
East Midlands,2020-02-16 00:00:00,Departing,3549
East Midlands,2020-01-29 00:00:00,Departing,1452
East Midlands,2020-01-27 00:00:00,Arriving,2598
East Midlands,2020-03-15 00:00:00,Arriving,2816
East Midlands,2020-02-24 00:00:00,Departing,3090
East Midlands,2020-03-25 00:00:00,Departing,0
East Midlands,2020-01-11 00:00:00,Departing,2713
East Midlands,2020-01-16 00:00:00,Arriving,2049
East Midlands,2020-03-28 00:00:00,Departing,0
East Midlands,2020-03-25 00:00:00,Arriving,0
East Midlands,2020-01-22 00:00:00,Departing,1375
East Midlands,2020-01-03 00:00:00,Departing,3123
East Midlands,2020-02-07 00:00:00,Departing,2851
Manchester,2020-01-22 00:00:00,Departing,16599
Manchester,2020-02-11 00:00:00,Departing,20337
Manchester,2020-03-02 00:00:00,Arriving,24845
Manchester,2020-03-13 00:00:00,Departing,18018
Manchester,2020-01-15 00:00:00,Departing,16357
Manchester,2020-01-17 00:00:00,Departing,23804
Manchester,2020-02-18 00:00:00,Departing,21493
Manchester,2020-02-24 00:00:00,Departing,24873
Manchester,2020-01-21 00:00:00,Arriving,17632
Manchester,2020-02-11 00:00:00,Arriving,19378
Manchester,2020-01-21 00:00:00,Departing,16081
Manchester,2020-03-16 00:00:00,Departing,9678
Manchester,2020-01-20 00:00:00,Departing,23900
Manchester,2020-03-04 00:00:00,Departing,17010
Manchester,2020-01-20 00:00:00,Arriving,22667
Manchester,2020-01-17 00:00:00,Arriving,26001
Manchester,2020-03-02 00:00:00,Departing,23221
Manchester,2020-02-13 00:00:00,Departing,25074
Manchester,2020-02-09 00:00:00,Departing,23791
Manchester,2020-02-26 00:00:00,Arriving,21697
Manchester,2020-02-27 00:00:00,Arriving,24845
Manchester,2020-02-09 00:00:00,Arriving,24586
Manchester,2020-01-02 00:00:00,Departing,25556
Manchester,2020-03-21 00:00:00,Departing,3154
Manchester,2020-03-16 00:00:00,Arriving,17828
Manchester,2020-03-21 00:00:00,Arriving,7339
Manchester,2020-03-28 00:00:00,Departing,244
East Midlands,2020-04-20 00:00:00,Arriving,0
East Midlands,2020-06-26 00:00:00,Departing,188
East Midlands,2020-09-21 00:00:00,Departing,1350
East Midlands,2020-05-10 00:00:00,Departing,0
East Midlands,2020-05-13 00:00:00,Arriving,0
East Midlands,2020-06-03 00:00:00,Arriving,19
East Midlands,2020-04-26 00:00:00,Departing,0
East Midlands,2020-05-07 00:00:00,Departing,0
East Midlands,2020-04-25 00:00:00,Arriving,0
East Midlands,2020-06-27 00:00:00,Departing,0
East Midlands,2020-08-12 00:00:00,Departing,1333
East Midlands,2020-08-21 00:00:00,Departing,1973
East Midlands,2020-05-04 00:00:00,Departing,0
East Midlands,2020-09-04 00:00:00,Arriving,2089
East Midlands,2020-07-09 00:00:00,Departing,681
East Midlands,2020-08-23 00:00:00,Departing,1479
East Midlands,2020-10-07 00:00:00,Departing,691
East Midlands,2020-09-25 00:00:00,Arriving,1900
East Midlands,2020-10-16 00:00:00,Arriving,1228
East Midlands,2020-10-16 00:00:00,Departing,1083
East Midlands,2020-07-16 00:00:00,Arriving,465
East Midlands,2020-10-24 00:00:00,Arriving,1298
East Midlands,2020-07-26 00:00:00,Arriving,1513
East Midlands,2020-08-23 00:00:00,Arriving,1399
East Midlands,2020-09-04 00:00:00,Departing,1824
East Midlands,2020-07-11 00:00:00,Departing,1065
East Midlands,2020-09-02 00:00:00,Arriving,1757
East Midlands,2020-10-09 00:00:00,Departing,1007
East Midlands,2020-10-21 00:00:00,Departing,577
East Midlands,2020-10-11 00:00:00,Departing,922
East Midlands,2020-08-14 00:00:00,Departing,2017
East Midlands,2020-09-02 00:00:00,Departing,1062
East Midlands,2020-10-06 00:00:00,Arriving,914
East Midlands,2020-09-17 00:00:00,Departing,1200
East Midlands,2020-09-13 00:00:00,Departing,1410
East Midlands,2020-04-07 00:00:00,Arriving,0
East Midlands,2020-05-20 00:00:00,Arriving,0
East Midlands,2020-04-24 00:00:00,Arriving,0
East Midlands,2020-03-30 00:00:00,Departing,0
East Midlands,2020-05-11 00:00:00,Departing,0
East Midlands,2020-06-27 00:00:00,Arriving,0
East Midlands,2020-06-10 00:00:00,Departing,0
East Midlands,2020-04-24 00:00:00,Departing,0
East Midlands,2020-04-20 00:00:00,Departing,0
East Midlands,2020-06-26 00:00:00,Arriving,54
East Midlands,2020-09-22 00:00:00,Departing,935
East Midlands,2020-05-18 00:00:00,Arriving,0
East Midlands,2020-06-05 00:00:00,Departing,0
East Midlands,2020-10-20 00:00:00,Arriving,389
Manchester,2020-08-26 00:00:00,Departing,7770
Manchester,2020-08-19 00:00:00,Arriving,8736
Manchester,2020-09-13 00:00:00,Arriving,10443
Manchester,2020-07-29 00:00:00,Departing,6183
Manchester,2020-06-02 00:00:00,Departing,639
Manchester,2020-06-16 00:00:00,Departing,340
Manchester,2020-08-20 00:00:00,Departing,7098
Manchester,2020-08-30 00:00:00,Departing,8586
Manchester,2020-09-04 00:00:00,Arriving,10942
Manchester,2020-07-29 00:00:00,Arriving,5739
Manchester,2020-08-08 00:00:00,Arriving,6862
Manchester,2020-07-23 00:00:00,Departing,5947
Manchester,2020-09-04 00:00:00,Departing,9231
Manchester,2020-10-01 00:00:00,Departing,5159
Manchester,2020-08-28 00:00:00,Departing,9952
Manchester,2020-09-10 00:00:00,Arriving,7079
East Midlands,2020-01-08 00:00:00,Arriving,1691
East Midlands,2020-02-14 00:00:00,Departing,3427
East Midlands,2020-01-19 00:00:00,Arriving,2622
East Midlands,2020-02-04 00:00:00,Arriving,1699
East Midlands,2020-02-29 00:00:00,Arriving,2962
East Midlands,2020-03-16 00:00:00,Departing,589
East Midlands,2020-03-08 00:00:00,Departing,2967
East Midlands,2020-02-19 00:00:00,Arriving,1841
East Midlands,2020-03-08 00:00:00,Arriving,3106
East Midlands,2020-02-15 00:00:00,Departing,3009
East Midlands,2020-03-22 00:00:00,Departing,76
East Midlands,2020-01-07 00:00:00,Arriving,2404
East Midlands,2020-02-13 00:00:00,Arriving,2227
East Midlands,2020-02-12 00:00:00,Arriving,1645
East Midlands,2020-01-08 00:00:00,Departing,1248
East Midlands,2020-02-12 00:00:00,Departing,1612
East Midlands,2020-01-22 00:00:00,Arriving,1595
East Midlands,2020-03-06 00:00:00,Arriving,2702
East Midlands,2020-02-19 00:00:00,Departing,1763
East Midlands,2020-01-13 00:00:00,Departing,2162
East Midlands,2020-02-13 00:00:00,Departing,2758
East Midlands,2020-02-22 00:00:00,Arriving,3616
East Midlands,2020-02-04 00:00:00,Departing,1765
East Midlands,2020-01-14 00:00:00,Departing,1497
East Midlands,2020-03-12 00:00:00,Departing,2339
East Midlands,2020-03-24 00:00:00,Departing,32
Manchester,2020-02-12 00:00:00,Departing,20496
Manchester,2020-01-01 00:00:00,Departing,18974
Manchester,2020-01-09 00:00:00,Arriving,21999
Manchester,2020-01-07 00:00:00,Arriving,23423
Manchester,2020-01-23 00:00:00,Arriving,19417
Manchester,2020-01-23 00:00:00,Departing,20831
Manchester,2020-03-01 00:00:00,Departing,25344
Manchester,2020-03-05 00:00:00,Departing,18960
Manchester,2020-03-11 00:00:00,Departing,14336
Manchester,2020-02-04 00:00:00,Arriving,17750
Manchester,2020-02-26 00:00:00,Departing,19384
Manchester,2020-02-27 00:00:00,Departing,23132
Manchester,2020-01-09 00:00:00,Departing,18978
Manchester,2020-02-02 00:00:00,Arriving,26503
Manchester,2020-03-11 00:00:00,Arriving,16357
East Midlands,2020-03-21 00:00:00,Arriving,915
East Midlands,2020-08-02 00:00:00,Departing,1686
East Midlands,2020-05-03 00:00:00,Arriving,0
East Midlands,2020-06-08 00:00:00,Arriving,33
East Midlands,2020-07-03 00:00:00,Arriving,234
East Midlands,2020-08-09 00:00:00,Arriving,1319
East Midlands,2020-03-29 00:00:00,Arriving,0
East Midlands,2020-06-10 00:00:00,Arriving,39
East Midlands,2020-06-15 00:00:00,Departing,0
East Midlands,2020-06-30 00:00:00,Departing,0
East Midlands,2020-06-22 00:00:00,Departing,119
East Midlands,2020-04-01 00:00:00,Arriving,40
East Midlands,2020-04-23 00:00:00,Departing,0
East Midlands,2020-04-25 00:00:00,Departing,0
East Midlands,2020-07-06 00:00:00,Arriving,305
East Midlands,2020-08-22 00:00:00,Departing,1581
East Midlands,2020-10-03 00:00:00,Arriving,1050
East Midlands,2020-10-12 00:00:00,Departing,684
East Midlands,2020-10-18 00:00:00,Departing,926
East Midlands,2020-10-18 00:00:00,Arriving,889
East Midlands,2020-09-08 00:00:00,Departing,1130
East Midlands,2020-08-31 00:00:00,Departing,1712
East Midlands,2020-09-14 00:00:00,Arriving,1892
East Midlands,2020-07-03 00:00:00,Departing,784
East Midlands,2020-07-09 00:00:00,Arriving,190
East Midlands,2020-08-15 00:00:00,Departing,1539
East Midlands,2020-10-22 00:00:00,Arriving,323
East Midlands,2020-10-11 00:00:00,Arriving,1065
East Midlands,2020-09-11 00:00:00,Arriving,2061
East Midlands,2020-07-18 00:00:00,Departing,2023
East Midlands,2020-09-28 00:00:00,Arriving,1723
East Midlands,2020-09-14 00:00:00,Departing,1422
East Midlands,2020-07-04 00:00:00,Departing,924
East Midlands,2020-04-04 00:00:00,Arriving,0
East Midlands,2020-04-10 00:00:00,Arriving,0
East Midlands,2020-04-22 00:00:00,Departing,0
East Midlands,2020-09-20 00:00:00,Arriving,1372
East Midlands,2020-05-25 00:00:00,Departing,0
East Midlands,2020-05-16 00:00:00,Arriving,0
East Midlands,2020-08-29 00:00:00,Arriving,1785
East Midlands,2020-05-08 00:00:00,Departing,0
East Midlands,2020-06-25 00:00:00,Departing,0
East Midlands,2020-04-16 00:00:00,Arriving,6
East Midlands,2020-09-09 00:00:00,Departing,1008
East Midlands,2020-05-28 00:00:00,Departing,0
East Midlands,2020-09-09 00:00:00,Arriving,1347
East Midlands,2020-05-19 00:00:00,Arriving,0
East Midlands,2020-06-04 00:00:00,Departing,0
East Midlands,2020-07-20 00:00:00,Arriving,1174
East Midlands,2020-05-27 00:00:00,Arriving,0
East Midlands,2020-06-22 00:00:00,Arriving,30
East Midlands,2020-06-25 00:00:00,Arriving,0
East Midlands,2020-08-31 00:00:00,Arriving,2522
East Midlands,2020-06-01 00:00:00,Departing,0
East Midlands,2020-06-08 00:00:00,Departing,0
East Midlands,2020-07-02 00:00:00,Departing,609
Manchester,2020-07-25 00:00:00,Departing,9112
Manchester,2020-08-16 00:00:00,Departing,8622
Manchester,2020-09-01 00:00:00,Departing,8030
Manchester,2020-09-08 00:00:00,Arriving,8244
Manchester,2020-07-08 00:00:00,Departing,3338
Manchester,2020-10-17 00:00:00,Departing,5262
Manchester,2020-09-09 00:00:00,Departing,7016
Manchester,2020-06-28 00:00:00,Departing,1078
Manchester,2020-08-04 00:00:00,Departing,8406
Manchester,2020-10-12 00:00:00,Departing,4952
Manchester,2020-08-04 00:00:00,Arriving,5789
Manchester,2020-07-02 00:00:00,Departing,2656
Manchester,2020-07-08 00:00:00,Arriving,1824
Manchester,2020-08-15 00:00:00,Departing,9625
Manchester,2020-10-04 00:00:00,Departing,4908
Manchester,2020-09-08 00:00:00,Departing,6770
Manchester,2020-09-26 00:00:00,Departing,8132
Manchester,2020-09-09 00:00:00,Arriving,8553
Manchester,2020-09-13 00:00:00,Departing,7591
Manchester,2020-09-16 00:00:00,Arriving,8438
Manchester,2020-10-11 00:00:00,Departing,4639
Manchester,2020-09-16 00:00:00,Departing,6558
Manchester,2020-09-23 00:00:00,Departing,6285
Manchester,2020-08-08 00:00:00,Departing,9474
Manchester,2020-08-30 00:00:00,Arriving,11688
Manchester,2020-07-23 00:00:00,Arriving,4074
Manchester,2020-09-19 00:00:00,Arriving,8898
Manchester,2020-09-19 00:00:00,Departing,8529
Manchester,2020-04-19 00:00:00,Arriving,388
Manchester,2020-06-29 00:00:00,Departing,946
Manchester,2020-08-13 00:00:00,Departing,7372
Manchester,2020-07-09 00:00:00,Arriving,1498
Manchester,2020-07-15 00:00:00,Departing,5777
Manchester,2020-07-07 00:00:00,Departing,2183
Manchester,2020-07-07 00:00:00,Arriving,1127
Manchester,2020-07-09 00:00:00,Departing,2628
Manchester,2020-03-30 00:00:00,Arriving,408
Manchester,2020-04-01 00:00:00,Departing,166
East Midlands,2020-05-04 00:00:00,Arriving,0
East Midlands,2020-04-13 00:00:00,Arriving,0
Manchester,2020-05-05 00:00:00,Arriving,1075
Manchester,2020-04-04 00:00:00,Departing,40
Manchester,2020-05-29 00:00:00,Departing,263
Manchester,2020-04-26 00:00:00,Arriving,594
Manchester,2020-05-01 00:00:00,Arriving,395
Manchester,2020-05-02 00:00:00,Arriving,458
Manchester,2020-05-14 00:00:00,Arriving,46
East Midlands,2020-05-03 00:00:00,Departing,0
East Midlands,2020-05-10 00:00:00,Arriving,0
Manchester,2020-06-10 00:00:00,Arriving,524
East Midlands,2020-02-08 00:00:00,Departing,2914
Manchester,2020-06-24 00:00:00,Arriving,646
Manchester,2020-04-22 00:00:00,Arriving,343
East Midlands,2020-10-26 00:00:00,Departing,527
East Midlands,2020-10-29 00:00:00,Departing,421
East Midlands,2020-10-29 00:00:00,Arriving,700
East Midlands,2020-12-06 00:00:00,Arriving,55
East Midlands,2020-12-10 00:00:00,Arriving,172
East Midlands,2020-10-28 00:00:00,Arriving,616
East Midlands,2020-10-28 00:00:00,Departing,231
East Midlands,2020-12-04 00:00:00,Arriving,64
Manchester,2020-11-30 00:00:00,Arriving,1936
Manchester,2020-12-10 00:00:00,Arriving,2472
Manchester,2020-12-07 00:00:00,Departing,3529
Manchester,2020-12-07 00:00:00,Arriving,2444
Manchester,2020-12-26 00:00:00,Departing,2151
Manchester,2020-12-12 00:00:00,Departing,4192
Manchester,2020-11-09 00:00:00,Departing,1486
Manchester,2020-12-12 00:00:00,Arriving,3336
Manchester,2020-11-10 00:00:00,Departing,1187
Manchester,2020-12-10 00:00:00,Departing,3928
Manchester,2020-10-27 00:00:00,Departing,2598
Manchester,2020-11-30 00:00:00,Departing,1440
Manchester,2020-11-09 00:00:00,Arriving,2778
Manchester,2020-10-27 00:00:00,Arriving,3187
Manchester,2020-06-11 00:00:00,Arriving,403
East Midlands,2020-10-31 00:00:00,Arriving,1270
East Midlands,2020-11-29 00:00:00,Departing,20
East Midlands,2020-11-29 00:00:00,Arriving,35
Manchester,2020-12-01 00:00:00,Arriving,1616
Manchester,2020-12-01 00:00:00,Departing,1211
East Midlands,2020-12-28 00:00:00,Arriving,269
East Midlands,2020-12-25 00:00:00,Arriving,18
Stansted,2020-01-02 00:00:00,Arriving,33289
Stansted,2020-01-08 00:00:00,Departing,13452
Stansted,2020-01-14 00:00:00,Arriving,15728
Stansted,2020-01-14 00:00:00,Departing,13106
Stansted,2020-01-15 00:00:00,Arriving,15517
Stansted,2020-01-17 00:00:00,Departing,27474
Stansted,2020-01-17 00:00:00,Arriving,28374
Stansted,2020-01-19 00:00:00,Departing,27812
Stansted,2020-01-20 00:00:00,Departing,24622
Stansted,2020-01-20 00:00:00,Arriving,25420
Stansted,2020-01-21 00:00:00,Arriving,15693
Stansted,2020-01-21 00:00:00,Departing,14148
Stansted,2020-01-28 00:00:00,Arriving,15390
Stansted,2020-02-02 00:00:00,Departing,28154
Stansted,2020-02-04 00:00:00,Departing,18340
Stansted,2020-02-18 00:00:00,Arriving,21593
Stansted,2020-02-26 00:00:00,Departing,18890
Stansted,2020-02-27 00:00:00,Arriving,24036
Stansted,2020-03-02 00:00:00,Departing,24612
Stansted,2020-03-02 00:00:00,Arriving,24869
Stansted,2020-03-04 00:00:00,Arriving,15918
Stansted,2020-03-04 00:00:00,Departing,16716
Stansted,2020-03-13 00:00:00,Arriving,15280
Stansted,2020-03-19 00:00:00,Departing,4953
Stansted,2020-03-21 00:00:00,Arriving,2873
Stansted,2020-03-21 00:00:00,Departing,3077
Stansted,2020-03-26 00:00:00,Arriving,55
Stansted,2020-03-27 00:00:00,Departing,269
Stansted,2020-03-27 00:00:00,Arriving,75
Stansted,2020-08-06 00:00:00,Arriving,7828
Stansted,2020-09-16 00:00:00,Arriving,8140
Stansted,2020-05-27 00:00:00,Departing,462
Stansted,2020-08-16 00:00:00,Departing,13040
Stansted,2020-06-10 00:00:00,Departing,957
Stansted,2020-08-26 00:00:00,Arriving,11854
Stansted,2020-08-03 00:00:00,Departing,11406
Stansted,2020-08-20 00:00:00,Departing,9699
Stansted,2020-09-07 00:00:00,Departing,7376
Stansted,2020-08-28 00:00:00,Arriving,14117
Stansted,2020-08-03 00:00:00,Arriving,8956
Stansted,2020-09-04 00:00:00,Arriving,12451
Stansted,2020-10-01 00:00:00,Arriving,5475
Stansted,2020-04-26 00:00:00,Departing,124
Stansted,2020-09-09 00:00:00,Departing,6720
Stansted,2020-09-07 00:00:00,Arriving,10349
Stansted,2020-07-23 00:00:00,Arriving,4948
Stansted,2020-05-02 00:00:00,Arriving,98
Stansted,2020-07-22 00:00:00,Departing,7915
Stansted,2020-08-16 00:00:00,Arriving,15455
Stansted,2020-08-19 00:00:00,Departing,9978
Stansted,2020-08-06 00:00:00,Departing,11037
Stansted,2020-09-27 00:00:00,Arriving,11803
Stansted,2020-04-01 00:00:00,Departing,139
Stansted,2020-07-08 00:00:00,Departing,5208
Stansted,2020-09-30 00:00:00,Departing,6388
East Midlands,2020-02-27 00:00:00,Arriving,2796
East Midlands,2020-03-22 00:00:00,Arriving,608
East Midlands,2020-01-01 00:00:00,Departing,1490
East Midlands,2020-03-02 00:00:00,Arriving,2974
East Midlands,2020-03-16 00:00:00,Arriving,2291
East Midlands,2020-03-02 00:00:00,Departing,2761
East Midlands,2020-02-27 00:00:00,Departing,2663
East Midlands,2020-02-15 00:00:00,Arriving,1967
East Midlands,2020-03-10 00:00:00,Departing,1894
East Midlands,2020-01-15 00:00:00,Departing,1406
East Midlands,2020-01-17 00:00:00,Departing,2774
East Midlands,2020-01-10 00:00:00,Departing,2627
East Midlands,2020-01-21 00:00:00,Arriving,1760
East Midlands,2020-03-12 00:00:00,Arriving,2056
East Midlands,2020-02-26 00:00:00,Departing,2194
East Midlands,2020-01-14 00:00:00,Arriving,1904
East Midlands,2020-03-05 00:00:00,Departing,2470
East Midlands,2020-02-17 00:00:00,Departing,3212
East Midlands,2020-02-11 00:00:00,Departing,2051
East Midlands,2020-01-21 00:00:00,Departing,1729
Manchester,2020-03-20 00:00:00,Arriving,9717
Manchester,2020-02-17 00:00:00,Departing,28404
Manchester,2020-03-10 00:00:00,Departing,15358
Manchester,2020-01-25 00:00:00,Arriving,20589
Manchester,2020-01-10 00:00:00,Departing,23068
Manchester,2020-01-06 00:00:00,Departing,24344
Manchester,2020-01-16 00:00:00,Departing,20273
Manchester,2020-01-25 00:00:00,Departing,21790
Manchester,2020-03-09 00:00:00,Departing,22712
Manchester,2020-01-01 00:00:00,Arriving,20903
Manchester,2020-01-26 00:00:00,Departing,24029
Manchester,2020-02-02 00:00:00,Departing,26950
Manchester,2020-02-28 00:00:00,Departing,26571
Manchester,2020-01-06 00:00:00,Arriving,27207
Manchester,2020-03-01 00:00:00,Arriving,27637
Manchester,2020-02-17 00:00:00,Arriving,25541
Manchester,2020-02-25 00:00:00,Departing,22211
Manchester,2020-01-10 00:00:00,Arriving,27278
Manchester,2020-03-09 00:00:00,Arriving,21407
East Midlands,2020-04-06 00:00:00,Arriving,0
East Midlands,2020-06-29 00:00:00,Arriving,59
East Midlands,2020-07-29 00:00:00,Departing,1029
East Midlands,2020-04-06 00:00:00,Departing,0
East Midlands,2020-08-04 00:00:00,Departing,1412
East Midlands,2020-09-10 00:00:00,Departing,1183
East Midlands,2020-05-23 00:00:00,Arriving,0
East Midlands,2020-06-11 00:00:00,Arriving,0
East Midlands,2020-06-02 00:00:00,Arriving,0
East Midlands,2020-06-20 00:00:00,Arriving,0
East Midlands,2020-07-17 00:00:00,Arriving,780
East Midlands,2020-05-02 00:00:00,Departing,0
East Midlands,2020-05-30 00:00:00,Departing,0
East Midlands,2020-06-21 00:00:00,Arriving,19
East Midlands,2020-08-05 00:00:00,Arriving,1267
East Midlands,2020-09-16 00:00:00,Arriving,1336
East Midlands,2020-08-19 00:00:00,Departing,1347
East Midlands,2020-09-19 00:00:00,Departing,1322
East Midlands,2020-03-31 00:00:00,Departing,0
East Midlands,2020-04-11 00:00:00,Arriving,0
East Midlands,2020-04-30 00:00:00,Arriving,0
East Midlands,2020-05-01 00:00:00,Departing,0
East Midlands,2020-07-08 00:00:00,Departing,500
East Midlands,2020-07-02 00:00:00,Arriving,83
East Midlands,2020-10-01 00:00:00,Departing,891
East Midlands,2020-08-27 00:00:00,Arriving,1039
East Midlands,2020-07-07 00:00:00,Departing,701
East Midlands,2020-08-13 00:00:00,Departing,1394
East Midlands,2020-09-03 00:00:00,Arriving,1005
East Midlands,2020-09-12 00:00:00,Departing,1417
East Midlands,2020-08-07 00:00:00,Departing,2056
East Midlands,2020-08-04 00:00:00,Arriving,1215
East Midlands,2020-09-23 00:00:00,Arriving,1143
East Midlands,2020-09-27 00:00:00,Departing,1269
East Midlands,2020-09-16 00:00:00,Departing,922
East Midlands,2020-08-05 00:00:00,Departing,1426
East Midlands,2020-08-22 00:00:00,Arriving,1803
East Midlands,2020-10-12 00:00:00,Arriving,1150
East Midlands,2020-09-08 00:00:00,Arriving,1352
East Midlands,2020-07-15 00:00:00,Arriving,486
East Midlands,2020-09-03 00:00:00,Departing,1092
East Midlands,2020-08-08 00:00:00,Departing,1503
East Midlands,2020-09-10 00:00:00,Arriving,900
East Midlands,2020-06-11 00:00:00,Departing,0
East Midlands,2020-07-25 00:00:00,Departing,2169
East Midlands,2020-04-04 00:00:00,Departing,0
East Midlands,2020-06-20 00:00:00,Departing,0
East Midlands,2020-05-14 00:00:00,Departing,0
East Midlands,2020-06-29 00:00:00,Departing,152
East Midlands,2020-05-28 00:00:00,Arriving,0
East Midlands,2020-04-27 00:00:00,Arriving,0
East Midlands,2020-07-08 00:00:00,Arriving,284
East Midlands,2020-06-06 00:00:00,Departing,0
East Midlands,2020-07-15 00:00:00,Departing,918
Manchester,2020-08-19 00:00:00,Departing,7542
Manchester,2020-08-17 00:00:00,Departing,8256
Manchester,2020-08-07 00:00:00,Arriving,7284
Manchester,2020-08-07 00:00:00,Departing,9840
Manchester,2020-10-12 00:00:00,Arriving,5907
Manchester,2020-10-04 00:00:00,Arriving,8621
Manchester,2020-09-26 00:00:00,Arriving,8587
Manchester,2020-07-21 00:00:00,Arriving,3495
Manchester,2020-07-31 00:00:00,Arriving,6084
Manchester,2020-07-21 00:00:00,Departing,6002
Manchester,2020-09-27 00:00:00,Departing,7113
Manchester,2020-07-02 00:00:00,Arriving,1616
Manchester,2020-10-17 00:00:00,Arriving,5793
Manchester,2020-04-17 00:00:00,Departing,113
Manchester,2020-10-14 00:00:00,Departing,4271
Manchester,2020-06-30 00:00:00,Arriving,618
Manchester,2020-10-05 00:00:00,Arriving,6791
Manchester,2020-04-21 00:00:00,Departing,92
Manchester,2020-04-02 00:00:00,Arriving,229
Manchester,2020-05-13 00:00:00,Arriving,410
Manchester,2020-05-22 00:00:00,Arriving,284
Manchester,2020-06-19 00:00:00,Departing,322
Stansted,2020-07-02 00:00:00,Arriving,2370
Stansted,2020-09-10 00:00:00,Arriving,8500
Stansted,2020-04-03 00:00:00,Arriving,91
Stansted,2020-06-08 00:00:00,Departing,767
Stansted,2020-06-01 00:00:00,Departing,638
Stansted,2020-04-01 00:00:00,Arriving,124
